2006,12,16,18,349,6,50,0,6.716667,16.866667,36.953333
2006,12,16,19,349,6,50,0,1.545278,16.964444,39.169778
2006,12,16,20,349,6,50,0,0.025755,17.066074,38.345607
2006,12,16,21,349,6,50,0,0.417096,17.501101,33.946871
2006,12,16,22,349,6,50,0,0.140285,4.725018,32.668003
2006,12,16,23,349,6,50,0,0.085671,0.07875,34.821133
2006,12,17,00,350,0,50,0,0.468095,0.001313,31.48813
2006,12,17,01,350,0,50,0,25.241135,2.2E-5,31.114802
2006,12,17,02,350,0,50,0,0.987352,0,26.406358
2006,12,17,03,350,0,50,0,0.783123,0,27.376773
2006,12,17,04,350,0,50,0,0.579719,8.883333,27.935724
2006,12,17,05,350,0,50,0,0.176329,4.798056,28.927818
2006,12,17,06,350,0,50,0,0.719605,0.079968,21.48713
2006,12,17,07,350,0,50,0,0.17866,0.001333,27.192008
2006,12,17,08,350,0,50,0,0.752978,2.2E-5,31.212645
2006,12,17,09,350,0,50,0,7.329216,0,35.687989
2006,12,17,10,350,0,50,8.883333,22.472154,16.15,13.693133
2006,12,17,11,350,0,50,9.598056,5.391203,17.4525,9.761552
2006,12,17,12,350,0,50,0.159968,0.623187,17.607542,14.243804
2006,12,17,13,350,0,50,0.002666,0.060386,17.910126,10.250175
2006,12,17,14,350,0,50,4.4E-5,0.33434,18.531835,16.481392
2006,12,17,15,350,0,50,6.966667,0.205572,18.008864,25.16469
2006,12,17,16,350,0,50,8.699444,0.070093,17.466814,30.036634
2006,12,17,17,350,0,50,0.144991,0.467835,17.10778,39.996722
2006,12,17,18,350,0,50,0.002417,0.007797,17.118463,45.451612
2006,12,17,19,350,0,50,4.0E-5,0.516797,16.968641,32.03086
2006,12,17,20,350,0,50,1.0E-6,1.12528,17.399477,38.325514
2006,12,17,21,350,0,50,0,1.218755,17.789991,32.618203
2006,12,17,22,350,0,50,0,0.436979,2.7965,22.92697
2006,12,17,23,350,0,50,0,0.807283,0.046608,6.877672
2006,12,18,00,351,1,51,0,0.046788,0.000777,4.687406
2006,12,18,01,351,1,51,0,0.584113,1.3E-5,4.716457
2006,12,18,02,351,1,51,0,0.009735,0,4.819719
2006,12,18,03,351,1,51,0,0.566829,0,4.679218
2006,12,18,04,351,1,51,0,0.076114,12.55,4.566876
2006,12,18,05,351,1,51,0,0.467935,0.209167,4.501115
2006,12,18,06,351,1,51,0,0.091132,0.003486,10.158352
2006,12,18,07,351,1,51,0.083333,0.451519,11.300058,29.176528
2006,12,18,08,351,1,51,12.468056,0.040859,17.538334,5.338498
2006,12,18,09,351,1,51,5.374468,0.484014,17.558972,4.327864
2006,12,18,10,351,1,51,0.089574,0.008067,17.79265,4.399353
